sentence1,sentence2,oznaka (label)
"Moja deklica, moj zlati otrok, moja ljuba petnajstletnica, ki je komaj zlezla iz plenic, je imela tako zbirko najrazličnejših revij in nasvetov ne samo o lepotičenju, ampak tudi o seksualnih vprašanjih: kako osvojiti moškega, kako biti vroča in zapeljiva mačkica, kako do blaznosti zavrteti fanta, da bo čisto znorel in prepoten omahnil na telo zapeljivke, kako se obleči za zapeljevanje in tako naprej.",S pripravo samostojnih seminarjev osvojijo veščine nastopanja in prezentacije svojih raziskovalnih dosežkov.,
Slovenski judoisti so na evropskem prvenstvu do 23 let v Ljubljani osvojili dve medalji in tako na najlepši možen način končali sanjsko sezono.,"Razstava je bila bolj kot tekmovanju, čigav pes je lepši in boljši, namenjena druženju lastnikov in njihovih psov, tako da na koncu sploh ni bilo pomembno, kdo je osvojil kakšno nagrado.",
"Dejstvo pa je, da nismo prevladovali, gostje so imeli žogo več v svoji posesti, toda mi smo dosegli dva gola in osvojili pomembne točke,” je po dvoboju dejal Nastja Čeh, ki je bil poleg strelca dveh zadetkov najboljši mož na igrišču.","V formuli ena je dirkal kar dvanajst let, osvojil pa je tri zmage, dve z Benettonom in eno s Stewartom.",
"Izvedeli smo, da se je slovenska muca maca na dopustu zelo spočila, vesela druščina pa si največ duška dala na sočnih Havajih, kjer so plesali, peli in se brezskrbno zabavali.","... tale pesmica mi je že kar nekaj dni odzvanjala v mislih in mi ni dala miru, dokler je nisem posnela ... ja, ja, sej ko bom velika, bom znala pa res dobro peti :) ... zaenkrat je pa to to ...",
Prvi odstavek 3. člena ter peti in šesti odstavek 4. člena ZDLov-1 zato niso v neskladju s 33. in 67. ter z 69. členom Ustave (6. točka izreka).,"Velika Nedelja: Belšak 4, Mesarec, Trofenik, Cvetko, Marcen 1, Bezjak 9, Šoštarič 1, Planinc 2, Belec, Poje 3, Okreša 4, Podpečan, Štruc, Potočnjak.",
Sedel sem na robu stola in čakal na priložnost da bi ji lahko omenil kako je ati pel zanjo.,"Med zeleno pa poskrbijo za barvno nasprotje siva debla tudi že odmrlih dreves, ki se še vedno pnejo proti temnomodremu nebu.",
"Celo zimo sem bil zakrit s sloji oblačil in zdaj je bilo zelo žalostno gledati telo v kopalkah, saj je dajalo slabši vtis od Belgijca, ki poje flamenko.","Vlada je lani decembra sprejela še poseben načrt, s katerim bo uravnavala regulirane cene letos in prihodnje leto, zakon o kontroli cen ima že peto leto, za povrh pa le ta opredeljuje še znamenite liste blaga in izdelkov, za katere se režim kontrole uporablja.",
"To seveda ni Maradonova krivda, ampak krivda tistih, ki so ga zaposlili , je v svojem slogu zatrdil Pele.","Zbor je pel in plesal, po eni strani tako kot v ditirambu, a tudi na nove načine, saj je bil zdaj v premišljenih odnosih z igralci.",
"Italijanske novinarje je še zanimalo, kdaj bo prišla gostovat v Italijo, tam je ni bilo že od leta 2000, ko je, še ne tako slavna, v Scali pela v Vojni in miru.","Bil je Chris Cornell (glavni pri skupini Soundgarden), ki je pel, drugi pa so se bolj drli.",
Mladi slovenski košarkarji z le enim porazom prvenstvo končali na petem mestu,"Previdne ocene o gospodarskih gibanjih so v torek sicer vplivale na Wall Street, ki je po začetnem zaletu izgubil sapo in kljub spodbudni objavi ameriške novembrske prodaje na drobno (peti zaporedni mesec rasti kaže, da se potrošniki dobro držijo) dan končal z le 0,4-odstotnim plusom, pri 11.476 točkah.",
Pri formativnem spremljanju se napake in vrzeli v učenju odpravljajo med organiziranim,"Potrebno pa bo natančno pregledati vaše prehranjevalne navade, da morda ne delate napake pri prehrani.",
"Opozicijski pa so menili, da je peticija upravičena in da vladajoča koalicija zdaj zaradi svojih napak druge krivi izdajstva Slovenije.","Edina lepotna napaka prečenja je, da se moramo po dveh dneh spustiti v dolino Entremont, po kateri poteka prometna povezava med prelazom Veliki San Bernard in Martignyem.",
"Nenavaden dogodek, kot so ga klasificirali, je namreč šele prvi na štiristopenjski lestvici nevarnosti, ki se lahko zgodijo zaradi morebitnih napak v nuklearkah, tako da bi se moralo za evakuacijo ali vsesplošni alarm v bližnji in daljni okolici zgoditi kaj precej hujšega, pa se na srečo ni.","Sklepal je, da ciste povzročijo napake v razvoju okončin pri paglavcih.",
"Ne gre za to, da sem brez napak, temveč za pripravljenost, da si v svoji strastnosti, pa tudi v svoji strahopetnosti in tesnobi upam hoditi po poti, za katero Bog ve, da jo zmorem.","Je svoboden, čeprav nanj z ene strani nejasno pritiska materina nesreča, z druge pa zlohotno, četudi nepomembno nezadovoljstvo vsega naveličane učiteljice klavirja, postarane gospodične Giraud, ki mu skozi zoprn dril Diabellijeve sonatine nehote dopoveduje, da bi življenje pravzaprav moralo biti moderato cantabile, zmerno in spevno, ne pa zapovrstje nesrečnih napak in naključij, na katero človeška volja nima nikakršnega odločilnega vpliva.",
"»Vedno je treba misliti na prihodnost, seveda pa je treba analizirati tudi preteklost in odkrivati napake; a le zato, da bi lahko nekoliko popravil smer, po kateri si krenil v življenju.","Včasih pa se nam ponudi tudi priložnost, da svoje napake popravimo in obdržimo pri življenju vrsto, ki smo jo skoraj iztrebili.",
"Po pritožbi lastnice lokala Angele Klobasa in novinarskem preverjanju so ugotovili, da bi moral prometni znak po projektu stati 40 metrov stran od mesta, kjer so ga prvotno postavili - napako so že popravili","Junak je torej mitizirani predstavnik povprečnega posameznika iz skupnosti, marsikdaj ga tare, da ne razume smisla vseh svojih pomembnih nalog, in ima marsikatero človeško napako.",
"Zato ne preseneča, da različni avtorji na različne načine omenjajo zelo različno število najpogostejših napak.","Te procedure določa sam ICAO in so določene za vse predvidljive napake, od tega, da nadzorniku na delovnem mestu odpove mikrofon, pa do tega, da zaradi naravne katastrofe popolnoma preneha delovati ves nadzorni center.",
Povezovanje podzemnih tokov v sistem je ustvarilo povsem novo predstavo o mestu: njegove najbolj oddaljene točke so se po načelu kapilarnosti povezale po nevidni napeljavi.,"Embalaža je skladna s standardom SIST EN 13427, kadar so v izjavi podani pozitivni odgovori pod a), b) in c) ter vsaj ena pozitivna trditev v zvezi s predelavo v točki d).",
"Glavna točka analize je razmerje med populizmom in demokracijo ter logiko reprezentacije, s čimer se Laclau poskuša distancirati od drugih sodobnih avtorjev kot so Žižek, Negri in Ranciere.","Res je, da je vrst sovražnikov nekam malo in da se jame akcija ponavljati, saj kljub temu, da vlagaš izkustvene točke (zdravje, mišice, coprništvo) in pridobiš nova orožja (dodaten meč, bojna macola, sulica), le v kratke, vsevdilj enake kombinacije navezuješ dva udarca ter greš v specialko, ko se nabere moč.",
Pri plezanju moramo upoštevati pravilo treh opornih točk (v vsakem trenutku naj se stene dotikamo z najmanj tremi okončinami).,V skladu s 13. točko 1. odstavka 42. člena ZDDV - 1 davek ni obračunan.,
"V register iz prvega odstavka tega člena se vpiše: 1. patentni zastopnik, ki je oseba z visokošolsko izobrazbo tehniške ali naravoslovne smeri in opravljenim posebnim strokovnim izpitom pri Uradu; 2. odvetnik, ki zaposluje ali ima sklenjeno pogodbo o delu z osebo z visokošolsko izobrazbo tehniške ali naravoslovne smeri; 3. pravna oseba, ki zaposluje vsaj eno osebo z visokošolsko izobrazbo, ki izpolnjuje pogoje iz prve ali druge točke tega odstavka.","Kot je bilo pokazano v že večkrat navedeni raziskavi (Tauch in Rauchvargers, 2002), je v Evropi opazna čedalje pogostejša usmeritev k stopnjam na ravni master, ki se podeljujejo pri (skupaj s prvo stopnjo) 300 kreditnih točkah (ECTS), čeprav je še vedno mogoče najti tudi primere nekoliko bolj ali nekoliko manj obsežnega študija.",
"Osebni podatek je po 1. točki 6. člena ZVOP-1-UPB1 katerikoli podatek, ki se nanaša na posameznika, ne glede na obliko, v kateri je izražen, pri čemer je posameznik določena ali določljiva fizična oseba, na katero se nanaša osebni podatek; fizična oseba pa je določljiva, če se jo lahko neposredno ali posredno identificira, predvsem s sklicevanjem na identifikacijsko številko ali na enega ali več dejavnikov, ki so značilni za njeno fizično, fiziološko, duševno, ekonomsko, kulturno ali družbeno identiteto, pri čemer način identifikacije ne povzroča velikih stroškov, nesorazmerno velikega napora ali ne zahteva veliko časa.","KORAK Koordinato y presečne točke dobimo tako, da x vstavimo v katero koli enačbo danih premic.",
Naslednja TOČKA je PREDLOG ZAKONA O RATIFIKACIJI FAKULTATIVNEGA PROTOKOLA K MEDNARODNEMU PAKTU O DRŽAVLJANSKIH IN POLITIČNIH PRAVICAH.,"S slednjim se je uvrstil tudi na prvo mesto z doseženimi 68 točkami, s 64,5 točkami je bil Angel Angelov z Rocketfinder Boyem drugi, tretji pa je bil Italijan Alexandro Vasile in Jackie Two Catalyst z doseženimi 62,5 točkami.",
"Ločljivost je rekordnih 37,5 milijona točk , Leica s tem prvič posega na področje srednjeformatnih kamer, čeprav je ohišje komaj kaj večje od tekmic formata leica .","Pooblaščenec pa bi ob tem poudaril oziroma opozoril, da je organ s tem, ko je v tretji točki izreka odločil, da se zahtevi ugodi v celoti, če prosilec objavi pisne izjave posameznikov, da se strinjajo z obdelavo njihovih osebnih podatkov na posredovanem dokumentu, ravnal v nasprotju z 9. čl. ZVOP-1.",
"Torej nekatere ga imajo nekaj let, nekatere, kot Hrvaška, pa so ga uvedle in pravzaprav že v istem hipu skoraj zamrznile.",Za trajnejšo hrambo jih je treba posušiti do konca ali zamrzniti.,
"Po več mesecev lahko preživijo v živilih, kajti to, da jih zamrznemo, jih ne uniči.","Ko so Američani leta 2005 proti Pjongjangu uvedli sankcije, so zamrznili severnokorejske račune v dveh bankah v Macau in s tem šokirali vrh v Pjongjangu.",
Ostanke pa položite v plastično vrečko in zamrznite do naslednje uporabe.,"Ko jezero zamrzne, nekaj mesecev prezimi pri svojih v Smithersu, mestecu, oddaljenem dve uri leta.",
Ljubljana - Agencija za trg vrednostnih papirjev je NLB in Banki Celje zamrznila glasovalne pravice v Pivovarni Laško.,"Čeprav mokož najraje vali v obširnih predelih trsa, ga najdemo izven valilnega obdobja kjer koli ob vodi, jarki pa so njegov najljubši kraj pozimi, če ne zamrznejo.",
"Krpe ponavadi potopijo v ledeno mrzlo vodo, da zamrznejo, potem pa jih otrdele potegnejo ven.","Pozimi 18661867, ko je Vzhodna reka zamrznila in blokirala ves ladijski promet, se je pokazal projekt kot ekonomsko upravičen.",
"Denar in premoženje so policisti zamrznili, potem ko je bil 56-letni Michele Aiello zaradi sodelovanja v mafiji, prevar in korupcije obsojen na 15 let in pol zapora.","Dobljene celice bi zamrznili in jih uporabili, kadar bi bilo to potrebno.",
"kaj mu zamrzniti vse mu treba zapleniti in prodati mu dati minimalno penzijo, ga dati v podnajemniško stanovanje pa naj vidi kako se živi.","Aneks h kolektivni pogodbi za javni sektor in dogovor, s katerima bi zamrznili plače v javnem sektorju, sta sprejemljiva za večino sindikatov Konfederacije sindikatov javnega sektorja, za sindikate iz skupine Janeza Posedija pa še vedno ne.",
"- Državni zbor je najvišji organ zakonodajne oblasti in je edini, ki lahko sprejema zakone.","Sklep, dovolite, da ga preberem: Državni zbor nalaga Vladi Republike Slovenije, da v prvi polovici leta 1995 pripravi zakon o spremembah in dopolnitvah zakona o zagotavljanju socialne varnosti slovenskim državljanom, ki so upravičeni do pokojnin iz republik nekdanje SFRJ, in sicer tako, da bo ta zakon urejal oziroma uveljavljal pravice tudi za tiste upokojence, ki so se upokojili po avgustu 1991.",
"Vedno je potrebno dodati tudi kaj novega v teh gostovanjih, da niso samo nastopi pevskih zborov.",Najmlajši člani vrhunskega pevskega zbora Carmina Slovenica bodo v Sloveniji spremljali prireditev Abba Mania.,
• Janez Janša je bil eden glavnih pobudnikov Zbora za republiko.,"Kaj bo šele, ko bomo imeli pravega,« je opozoril predsednik državnega zbora Pavle Gantar, ko je predstavljal programski dokument z naslovom: Zares pripravljeni na izzive.",
"Komisija je obravnavala Predlog za sprejem avtentične razlage 178. člena Kazenskega zakonika (Uradni list Republike Slovenije, št. 55/08,66/08 - popr., 39/09, 55/09), ki ga je Državnemu zboru predložil v obravnavo poslanec dr. France Cukjati.","Obiskovalci so složno vstali in spoštljivo počastili narodno himno ter toplo zaploskali po napevih, ki jih je prvič predstavil čitalnični zbor pevovodje Urške Fabjan .",
"Državni zbor kot nasprotni udeleženec odgovarja, da je celotna novela zakona (ZFO-A) namenjena krepitvi finančne moči občin in njihove avtonomnosti, kar se zgodi s povečanim deležem dohodnine, namenjenim financiranju občin, ter meni, da je treba tudi ustavnost 27. člena ZFO-A presojati v skladu s temeljno težnjo zakonodajalca, ki odpravlja tudi predpisovanje meril s strani države, ko gre za financiranje dejavnosti v lokalnih skupnostih.","Kljub temu pa so tudi člani zbora pridno varčevali, saj je vsak, ki se je turneje udeležil, moral pokriti polovico svojih stroškov.«",
"Po prepričanju enega izmed poslancev Državnega zbora RS, ki predlaga spremembo zakona o orožju, je v Sloveniji med petdeset in šestdeset tisoč kosov nelegalnega orožja.","Ljubljana, prostori Državnega zbora RS (mala dvorana) od 9. do 17. ure",
"Morebitna odločitev Janeza Janše, da na rednem strankinem kongresu, ki bo (tudi zaradi bližajočih se volitev v Evropski parlament) maja prihodnje leto, ne kandidira več za predsednika stranke in da se (po istem kongresu in v prid katere od novih funkcij, ki nanj čakajo v tujini) odreče tudi še poslanskemu sedežu v državnem zboru, bi nedvomno potegnila za sabo kopico, plaz notranjepolitičnih posledic.","Ko je cesar Maksimilijan I. s kljukastim nosom 4. decembra 1517 na meddeželnem zboru predložil načrt za triletni vojni pohod proti Turkom, v katerem bi krščanska vojska prodirala iz Bosne in vzdolž severne afriške obale, so se predstavniki Štajerske, Koroške in Kranjske pritožili, da so že dolgo od doma in da ni prišlo do pogajanj o bistvenih deželnih zadevah.",
"Lepota, romantika … prestižni vonj preteklosti, zgodovina, preplet preteklosti s sedanjostjo.","To je tako ali tako znano že iz pretekle zgodovine, na primer iz obdobja moderne, saj so pisatelji in pesniki največkrat veljali za socialne primere, čemur se je navadno pridružila še osebna stiska.",
"Nobena bitka, nobeno križanje, nobeno romanje, nobena mistična vizija, nič v dvatisočletni zgodovini Cerkve ni po obsegu in dramatičnosti prekašalo tega trenutka.","Vojvodinji Yorški gre zaupati, saj jo številni hvalijo kot veliko poznavalko zgodovine britanskega dvora; prav o Viktoriji je leta 1993 napisala knjigo.",
"Avtor bo poskušal odgovoriti na vprašanja, ali so v poltisočletni zgodovini rimske poselitve današnje Slovenije tedanji pastirji v visokogorskih planinah tudi sirarili – predelovali presno mleko v trd, sladek sir.",Slovence pa so skozi vso našo tisocletno kulturno zgodovino ohranile in nas bodo preko Rastoce knjige vodile prav te roke.,
"Na plošči je 11 skladb slovenske glasbene zgodovine, za katere Alenka pravi, da so ...","Črna ima v zgodovini umetnosti bogato simboliko, Grajfonerju pa je posebej blizu težka črnina, razumljena v vsej svoji oprijemljivosti in snovnosti, za katero je značilno, da posrka vase vso svetlobo.",
"V 800 izvodih smo izdali dve številki revije Šolska kronika 13 oziroma XXXVII. letnika (v seriji Zbornik za zgodovino šolstva in vzgoje, 2004), vsako na 200 straneh.",Prva dolgometražna študija istospolne ljubezni v sovjetski zgodovini Homosexual desire in revolutionary Russia raziskuje zasebne svetove seksualnih disidentov.,
"S tem si onemogoča, da bi uzrl zgodovino potvorbe kot potvorbe in se zadovolji z razbiranjem moderne zgodovine v antiki kakor naučeni humanistični učenjak.","Tako tudi od te ikone narodnoosvobodilnega boja v BiH ni ostalo skoraj nič, prav tako tudi ne od skupne jugoslovanske zgodovine, ki je skoraj povsod izbrisana ali vsaj močno spremenjena.",
